Специалист по страхованию, Workle,от 25 000 до 50 000 руб.,Екатеринбург,1–3 года
Менеджер по продажам (руководитель),Фонд Европейский пенсионный фонд,от 27 000 до 48 000 руб.,Екатеринбург,1–3 года
Торговый представитель,Фонд Европейский пенсионный фонд,от 23 000 до 50 000 руб.,"Екатеринбург, ",1–3 года
Руководитель агентства, Мегарусс Д, з/п не указана,Екатеринбург,3–6 лет
Менеджер по работе с партнерами,"ЗАО УралСиб, Страховая группа",от 18 000 руб.,"Екатеринбург, ",не требуется
Ведущий специалист отдела офисных продаж," Югория, Государственная страховая компания",от 20 000 до 35 000 руб.,Екатеринбург,1–3 года
Администратор-операционист," Росгосстрах-Жизнь, Страховая Компания",от 20 000 руб.,"Екатеринбург, ",1–3 года
Руководитель центра корпоративных продаж," Росгосстрах-Жизнь, Страховая Компания", з/п не указана,Екатеринбург,1–3 года
Менеджер по продажам страховых продуктов, Workle,от 25 000 до 50 000 руб.,Екатеринбург,не требуется
Ведущий экономист отдела андеррайтинга МСБ Управления кредитных рисков,ОАО СКБ-Банк, з/п не указана,Екатеринбург,1–3 года
Менеджер прямых продаж,"ЗАО УралСиб, Страховая группа",от 20 000 руб.,"Екатеринбург, ",не требуется
Директор филиала,"ЗАО УралСиб, Страховая группа", з/п не указана,Екатеринбург,1–3 года
Менеджер по приему и оценке автомобилей с пробегом," Независимость, Группа компаний",от 30 000 руб.,Екатеринбург,1–3 года
Специалист в отдел пролонгации," Независимость, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Менеджер отдела страхования и кредитования," Независимость, Группа компаний", з/п не указана,Екатеринбург,1–3 года
Агент по продажам,Фонд Европейский пенсионный фонд,от 28 000 до 46 000 руб.,Екатеринбург,1–3 года
Агент НПФ,Фонд Европейский пенсионный фонд,от 25 000 до 100 000 руб.,Екатеринбург,1–3 года
Главный специалист," ВСК, САО",от 19 000 руб.,Екатеринбург,не требуется
Консультант по офисным продажам, Росгосстрах, з/п не указана,Екатеринбург,1–3 года
Консультант по офисным продажам, Росгосстрах, з/п не указана,Екатеринбург,1–3 года
Консультант по офисным продажам (Качканар), Росгосстрах, з/п не указана,Екатеринбург,1–3 года
"Директор филиала г. Екатеринбурге (СК ""РСХБ-Страхование"")",ОАО Россельхозбанк, з/п не указана,Екатеринбург,3–6 лет
Менеджер (Руководитель)," Ренессанс Жизнь, Страховая компания",от 50 000 руб.,"Екатеринбург, ",1–3 года
Руководитель отдела продаж," Ренессанс Жизнь, Страховая компания",от 50 000 руб.,"Екатеринбург, ",1–3 года
Финансовый консультант," Ренессанс Жизнь, Страховая компания",от 30 000 до 120 000 руб.,"Екатеринбург, ",не требуется
Менеджер по развитию корпоративного бизнеса," Ренессанс Страхование, Группа", з/п не указана,"Екатеринбург, ",1–3 года
Менеджер/специалист по развитию партнерского канала," ВТБ Страхование, CК", з/п не указана,Екатеринбург,1–3 года
Специалист по страхованию (поддержка)," ВТБ Страхование, CК", з/п не указана,Екатеринбург,1–3 года
Специалист по урегулированию убытков," ВТБ Страхование, CК", з/п не указана,Екатеринбург,1–3 года
Начальник отдела агентских продаж (Страхование жизни), ERGO, з/п не указана,Екатеринбург,1–3 года
Ведущий специалист отдела корпоративных продаж, ERGO, з/п не указана,Екатеринбург,1–3 года
Специалист по страхованию ВЗР, «АльфаСтрахование», з/п не указана,"Екатеринбург, ",1–3 года
Специалист отдела корпоративного страхования(г. Екатеринбург)," МАКС, ЗАО, Страховая компания", з/п не указана,Екатеринбург,1–3 года
Начальник отдела продаж," Росгосстрах-Жизнь, Страховая Компания",от 35 000 руб.,"Екатеринбург, ",1–3 года
Начальник электротехнической лаборатории, Технологии кадровых решений,от 80 000 руб.,Екатеринбург,1–3 года
Начальник службы по наладке РЗиА (релейная защита и автоматика), Технологии кадровых решений,от 90 000 руб.,Екатеринбург,1–3 года
Обмуровщик-теплоизоляционщик, Технологии кадровых решений,от 28 000 руб.,Екатеринбург,1–3 года
"Инженер-проектировщик (системы вентиляции, отопления и кондиционирования)", Технологии кадровых решений,от 55 000 руб.,Екатеринбург,1–3 года
"Региональный менеджер проектов (системы вентиляции, отопления и кондиционирования)", Технологии кадровых решений,от 40 000 руб.,Екатеринбург,1–3 года
Инженер-конструктор (светопрозрачные алюминиевые конструкции), Технологии кадровых решений,от 70 000 руб.,Екатеринбург,1–3 года
Бетонщик, Технологии кадровых решений,от 90 000 до 110 000 руб.,Екатеринбург,1–3 года
Инженер - проектировщик отдела авторского надзора за строительством, Технологии кадровых решений,от 95 000 руб.,Екатеринбург,1–3 года
Инженер-проектировщик ВС и ВО (водоснабжение и водоотведение), Технологии кадровых решений,от 30 000 руб.,Екатеринбург,1–3 года
"Менеджер проектов (системы вентиляции, отопления и кондиционирования)", Технологии кадровых решений,от 45 000 руб.,Екатеринбург,1–3 года
Монтажник систем вентиляции и и кондиционирования,ЗАО Кадровик, з/п не указана,Екатеринбург,1–3 года
Слесарь-сантехник,ЗАО Кадровик,от 25 000 руб.,Екатеринбург,3–6 лет
Электрогазосварщик,ЗАО Кадровик,от 25 000 руб.,Екатеринбург,3–6 лет
Региональный представитель (офицер запаса),ООО Гидрочистка, з/п не указана,Екатеринбург,3–6 лет
Региональный менеджер по продажам,ООО Гидрочистка, з/п не указана,Екатеринбург,3–6 лет
Риелтор (риэлтор)," Этажи, федеральная компания",от 70 000 руб.,"Екатеринбург, ",не требуется
Специалист по продаже новостроек," Этажи, федеральная компания",от 80 000 руб.,"Екатеринбург, ",1–3 года
Специалист по недвижимости,"ООО Новосел на Восточной, Агентство недвижимости",от 30 000 до 60 000 руб.,Екатеринбург,не требуется
Эксперт проектной документации, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Ассистент по техническим вопросам, Стокманн,от 30 000 руб.,Екатеринбург,1–3 года
"Эксперт проектной документации по направлению Системы автоматизации, связи и сигнализации", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Инженер-сметчик," Солнечный дом, ГК",от 40 000 руб.,Екатеринбург,3–6 лет
Project Controller, IKEA, з/п не указана,Екатеринбург,3–6 лет
Инженер-проектировщик ВК, Сторинг, з/п не указана,Екатеринбург,3–6 лет
Главный конструктор проекта, ЛСР. Строительство - Урал ,от 70 000 руб.,Екатеринбург,3–6 лет
Начальник отдела отопления и вентиляции, ЛСР. Строительство - Урал , з/п не указана,Екатеринбург,3–6 лет
Инженер по планированию в службу заказчика," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Руководитель проекта," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Инженер-сметчик,ЗАО ГЕН ИНЖИНИРИНГ, з/п не указана,"Екатеринбург, ",более 6 лет
Производитель работ,ЗАО ГЕН ИНЖИНИРИНГ,от 40 000 до 50 000 руб.,"Екатеринбург, ",3–6 лет
Ведущий инженер-проектировщик, Группа компаний Magistral, з/п не указана,Екатеринбург,3–6 лет
Инженер строительного контроля в Службу заказчика, Малышева 73,от 35 000 до 65 000 руб.,Екатеринбург,3–6 лет
Инженер по ППР, Кадровые технологии,от 40 000 руб.,Екатеринбург,1–3 года
Инженер ПТО, Кадровые технологии, з/п не указана,Екатеринбург,3–6 лет
Инженер по согласованиям, Кадровые технологии,от 40 000 до 50 000 руб.,Екатеринбург,3–6 лет
Инженер службы заказчика, Кадровые технологии,от 40 000 до 50 000 руб.,Екатеринбург,3–6 лет
Начальник службы согласования, Кадровые технологии,от 50 000 руб.,Екатеринбург,3–6 лет
Директор по строительству, HR-MIX, з/п не указана,Екатеринбург,более 6 лет
Менеджер по работе с проектными организациями (строительное направление)," АНКОР, кадровый холдинг",от 65 000 до 95 000 руб.,Екатеринбург,1–3 года
Эксперт проектной документации по направлению Охрана окружающей среды, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Теплогазоснабжение, водоснабжение, водоотведение, канализация, вентиляция и кондиционирование", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Инженерно - гидрометеорологические изыскания, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Инженерно - геологические изыскания, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Водоснабжение, водоотведение и канализация", ГК «ЭКОГАРАНТ», з/п не указана,Екатеринбург,более 6 лет
Эксперт проектной документации по направлению Организация строительства, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Объемно - планировочные и архитектурные решения, ГК «ЭКОГАРАНТ», з/п не указана,Екатеринбург,более 6 лет
Эксперт проектной документации по направлению Инженерно - экологические изыскания, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Организация экспертизы проектной документации и (или) результатов инженерных изысканий, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Санитарно - эпидемиологическая безопасность, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Системы газоснабжения, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Теплоснабжение, вентиляция и кондиционирование", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Главный архитектор, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Электроснабжение и электропотребление, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Схемы планировочной организации земельных участков, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Электроснабжение, связь, сигнализация, системы автоматизации", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Объемно-планировочные и архитектурные решения, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Инженерно - геотехнические изыскания, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Региональный директор по развитию (по привлечению заказов), ГК «ЭКОГАРАНТ»,от 150 000 до 200 000 руб.,"Екатеринбург, ",более 6 лет
Главный инженер, АМОТЕА Инжиниринг Групп,от 50 000 руб.,Екатеринбург,3–6 лет
"Специалист по продаже недвижимости, г. Сочи",ООО Элитный Сочи,от 75 000 до 330 000 руб.,Екатеринбург,не требуется
"Ведущий специалист по продаже элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 60 000 до 300 000 руб.,Екатеринбург,1–3 года
Инженер, Hilti Россия, з/п не указана,Екатеринбург,1–3 года
Ведущий менеджер в агентство элитной недвижимости (г. Сочи),ООО Элитный Сочи,от 65 000 до 266 000 руб.,Екатеринбург,1–3 года
"Менеджер в агентство элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 50 000 до 290 000 руб.,Екатеринбург,1–3 года
Начальник проектного отдела,ООО Лестрадэкс,от 62 000 руб.,Екатеринбург,3–6 лет
Специалист по 3D моделированию,ИП ZE-MOOV дизайн-студия,от 20 000 до 40 000 руб.,Екатеринбург,более 6 лет
Технический специалист по архитектурному и интерьерному рабочему проектированию,ИП ZE-MOOV дизайн-студия,от 20 000 до 40 000 руб.,Екатеринбург,более 6 лет
Специалист по обслуживанию элитных клиентов (г. Сочи),ООО Элитный Сочи,от 110 000 до 300 000 руб.,Екатеринбург,1–3 года
Ведущий менеджер в агентство элитной недвижимости (г. Сочи),ООО Элитный Сочи,от 65 000 до 275 000 руб.,Екатеринбург,1–3 года
"Риэлтор по элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 75 000 до 235 000 руб.,Екатеринбург,не требуется
Главный инженер по эксплуатации, Coleman Services, з/п не указана,Екатеринбург,более 6 лет
Главный специалист сектора химических производств (проектировщик в химико-технологический отдел), Уральская горно-металлургическая компания,от 40 000 руб.,Екатеринбург,3–6 лет
"Менеджер по обслуживанию элитных клиентов, г. Сочи",ООО Элитный Сочи,от 58 000 до 285 000 руб.,Екатеринбург,не требуется
"Специалист офиса продаж элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 55 000 до 320 000 руб.,Екатеринбург,не требуется
"Специалист в офис продаж элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 60 000 до 290 000 руб.,Екатеринбург,не требуется
Ведущий специалист по продаже недвижимости (г. Сочи),ООО Элитный Сочи,от 65 000 до 225 000 руб.,Екатеринбург,не требуется
Агент по продаже недвижимости г. Сочи,ООО Элитный Сочи,от 65 000 до 330 000 руб.,Екатеринбург,не требуется
Ведущий менеджер по продаже недвижимости г. Сочи,ООО Элитный Сочи,от 95 000 до 290 000 руб.,Екатеринбург,не требуется
Ведущий инженер-проектировщик (первичная коммутация),ОАО Энергостройинвест-Холдинг,от 30 000 до 35 000 руб.,Екатеринбург,1–3 года
Ведущий инженер-электрик,ОАО Энергостройинвест-Холдинг,от 30 000 до 35 000 руб.,Екатеринбург,1–3 года
Руководитель группы САПР,ОАО Энергостройинвест-Холдинг,от 50 000 до 50 000 руб.,Екатеринбург,3–6 лет
Директор по клинингу и эксплуатации, ОМС, з/п не указана,Екатеринбург,3–6 лет
Агент по продаже элитной недвижимости г. Сочи,ООО Элитный Сочи,от 100 000 до 325 000 руб.,Екатеринбург,1–3 года
Ведущий специалист по элитной недвижимости (г. Сочи),ООО Элитный Сочи,от 95 000 до 325 000 руб.,Екатеринбург,1–3 года
Специалист по продаже элитной недвижимости (г. Сочи),ООО Элитный Сочи,от 50 000 до 290 000 руб.,Екатеринбург,1–3 года
"Ведущий менеджер по элитной недвижимости, г.Сочи",ООО Элитный Сочи,от 60 000 до 315 000 руб.,Екатеринбург,1–3 года
Инженер ПТО, ЛСР. Строительство - Урал ,от 34 000 до 34 000 руб.,Екатеринбург,3–6 лет
Эксперт проектной документации по направлению Инженерно - геодезические изыскания, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Инженер ИБП (бесперебойное электропитание), Уральский центр систем безопасности, з/п не указана,Екатеринбург,3–6 лет
Инженер-проектировщик ВиК, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Инженер-конструктор (ЦОД), Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Инженер проектов ЦОД, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Инженер по продажам (теплоэнергетическое оборудование), Coleman Services,от 60 000 руб.,Екатеринбург,1–3 года
Промышленный альпинист," ПРОМИНДУСТРИЯ, ПГ", з/п не указана,Екатеринбург,1–3 года
Менеджер по сопровождению договоров (высоковольтное оборудование и строительство ПС)," ЭнТерра, Группа компаний",от 35 000 руб.,"Екатеринбург, ",3–6 лет
Менеджер по развитию," 585, Золотой",от 25 000 руб.,Екатеринбург,1–3 года
Руководитель строительства объектов/Главный инженер," X5 RETAIL GROUP, Центральный офис", з/п не указана,Екатеринбург,3–6 лет
"Инженер (сметчик) 1 категории разделов ПД ""Энергоснабжение"", ""Автоматика"", ""Пожарная сигнализация""", Росжелдорпроект,от 30 000 руб.,"Екатеринбург, ",1–3 года
Главный инженер по эксплуатации (торговый центр), Kelly Services,от 100 000 руб.,Екатеринбург,более 6 лет
Главный инженер (строительная компания), Kelly Services, з/п не указана,Екатеринбург,более 6 лет
Руководитель технической службы, Простор Телеком, з/п не указана,Екатеринбург,1–3 года
Главный конструктор, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению Пожарная безопасность, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Охрана окружающей среды, санитарно - эпидемиологическая безопасность", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Эксперт проектной документации по направлению конструктивные решения, ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
"Эксперт проектной документации по направлению Объемно - планировочные, архитектурные и конструктивные решения, планировочная организация земельного участка, организация строительства", ГК «ЭКОГАРАНТ», з/п не указана,"Екатеринбург, ",более 6 лет
Ведущий архитектор,ООО LABAR,от 30 000 до 50 000 руб.,"Екатеринбург, ",3–6 лет
Менеджер по продаже недвижимости (г. Сочи),ООО Элитный Сочи,от 100 000 до 300 000 руб.,Екатеринбург,не требуется
Персональный менеджер по работе с клиентами (г. Сочи),ООО Элитный Сочи,от 63 000 до 350 000 руб.,Екатеринбург,не требуется
"Менеджер по продаже элитной недвижимости, г. Сочи",ООО Элитный Сочи,от 65 000 до 275 000 руб.,Екатеринбург,1–3 года
Инженер 1-2 категории,ООО ТехкранДиагностика,от 40 000 руб.,Екатеринбург,3–6 лет
Инженер 3 категории,ООО ТехкранДиагностика,от 35 000 руб.,Екатеринбург,1–3 года
Начальник отдела экспертизы промышленной безопасности,ООО ТехкранДиагностика,от 75 000 руб.,Екатеринбург,более 6 лет
Руководитель группы / ведущий инженер,ООО ТехкранДиагностика,от 50 000 руб.,Екатеринбург,более 6 лет
Техник,ООО ТехкранДиагностика,от 25 000 руб.,Екатеринбург,1–3 года
Специалист по договорам аренды,ОАО МегаФон, з/п не указана,Екатеринбург,1–3 года
Главный гидролог, Росжелдорпроект,от 40 000 до 50 000 руб.,Екатеринбург,3–6 лет
Заместитель Генерального директора по проектированию,ЗАО Агентство Бизнес и Кадры, з/п не указана,Екатеринбург,1–3 года
Машинист пневмоколесного крана,ООО Уренгойдорстрой,от 70 000 до 80 000 руб.,Екатеринбург,3–6 лет
Менеджер по продажам,ООО Деловой Дом на Архиерейской,от 25 000 до 45 000 руб.,"Екатеринбург, ",1–3 года
Менеджер по проектам, Минимакс,от 50 000 руб.,Екатеринбург,1–3 года
Менеджер по сопровождению запуска и реконструкции," X5 RETAIL GROUP, супермаркет ""Перекресток""", з/п не указана,Екатеринбург,1–3 года
Механик по ремонту основного и вспомогательного технологического оборудования, Торговый Дизайн,от 25 000 до 40 000 руб.,Екатеринбург,1–3 года
Менеджер проектов (направление инженерно-технические средства охраны), Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",3–6 лет
Директор Екатеринбургского представительства, Группа компаний «Эталон»,от 60 000 руб.,Екатеринбург,1–3 года
Инженер-электронщик КИПиА, Unilever, з/п не указана,Екатеринбург,1–3 года
Ведущий инженер отдела по проектированию," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Специалист по недвижимости,ООО Риэлт компания Бонус,от 60 000 до 180 000 руб.,Екатеринбург,1–3 года
Ведущий эксперт по ПД и ИИ (организация экспертиз 3.1.),ООО АванЭксперт, з/п не указана,Екатеринбург,более 6 лет
Региональный представитель,ООО АванЭксперт,от 40 000 руб.,Екатеринбург,3–6 лет
Инженер ПТО,ООО Велесстрой,от 50 000 руб.,Екатеринбург,1–3 года
Инженер связи,ООО Системы Комплексной Безопасности,от 35 000 до 50 000 руб.,"Екатеринбург, ",1–3 года
Civil Engineering & Infrastructure Manager, Пролайм, з/п не указана,Екатеринбург,3–6 лет
Изолировщик," ПРОМИНДУСТРИЯ, ПГ",от 60 000 руб.,Екатеринбург,3–6 лет
Инженер-энергетик," Монетка, Торговая сеть",от 35 000 до 45 000 руб.,Екатеринбург,3–6 лет
Руководитель группы агентов по согласованию, Дом.ru,от 40 000 руб.,Екатеринбург,1–3 года
Геодезист," ПРОМИНДУСТРИЯ, ПГ", з/п не указана,Екатеринбург,3–6 лет
Менеджер по развитию розничной сети, Группа Гута, з/п не указана,Екатеринбург,3–6 лет
Замерщик (кухни)," Мебельная фабрика ""Мария"" Производство",от 25 000 до 40 000 руб.,Екатеринбург,1–3 года
Руководитель группы реализации проекта," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Ведущий специалист Отдела ипотечного кредитования,ОАО СКБ-Банк, з/п не указана,"Екатеринбург, ",1–3 года
Инженер технического надзора,ООО Экодолье Екатеринбург, з/п не указана,Екатеринбург,3–6 лет
Руководитель строительного проекта, Кадровые технологии,от 80 000 руб.,Екатеринбург,3–6 лет
Инженер ПТО, Екатеринбургская энергостроительная компания,от 35 000 руб.,Екатеринбург,1–3 года
Мастер строительного участка, Екатеринбургская энергостроительная компания,от 50 000 руб.,Екатеринбург,3–6 лет
Руководитель проекта, Екатеринбургская энергостроительная компания, з/п не указана,Екатеринбург,3–6 лет
Региональный технический представитель," АНКОР, кадровый холдинг", з/п не указана,Екатеринбург,не требуется
Руководитель программы проектов (производственно - строительные проекты),ЗАО АБИ Продакт, з/п не указана,Екатеринбург,3–6 лет
Руководитель проекта, Уральская горно-металлургическая компания, з/п не указана,Екатеринбург,1–3 года
Инженер-сметчик, Уральская горно-металлургическая компания,от 25 000 руб.,Екатеринбург,1–3 года
Инженер по системам пожаротушения, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Инженер-строитель ПГС,ОАО РЖДстрой, з/п не указана,Екатеринбург,более 6 лет
Монтажник систем вентиляции и кондиционирования, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Инженер-сметчик, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Руководитель проектов (проектирование),ЗАО ГЕН ИНЖИНИРИНГ,от 50 000 до 60 000 руб.,"Екатеринбург, ",3–6 лет
Главный специалист по тарифообразованию, ГК КОРТРОС,от 40 000 руб.,Екатеринбург,3–6 лет
Ведущий специалист отдела землеустройства,ООО РН-Пурнефтегаз, з/п не указана,Екатеринбург,3–6 лет
Инженер по пожарной безопасности," Монетка, Торговая сеть",от 34 000 до 40 000 руб.,Екатеринбург,1–3 года
Инженер ПТО," ПРОМИНДУСТРИЯ, ПГ",от 70 000 руб.,Екатеринбург,3–6 лет
Инженер ПТО (общестрой)," ПРОМИНДУСТРИЯ, ПГ",от 69 000 руб.,Екатеринбург,3–6 лет
Инженер по эксплуатации,ЗАО Мегамарт,от 40 000 руб.,Екатеринбург,1–3 года
Менеджер по развитию розничной сети «Билайн», Билайн, з/п не указана,Екатеринбург,1–3 года
Инженер производственно технического отдела (системы ВиК), Юнит, з/п не указана,Екатеринбург,более 6 лет
Управляющий менеджер/Руководитель группы объектов, Facilicom,от 50 000 руб.,Екатеринбург,3–6 лет
Сварщик,ООО Уральский завод листовых конструкций,от 37 000 руб.,Екатеринбург,1–3 года
Продавец-консультант кухонной мебели," Мебельная фабрика ""Мария"" Производство",от 40 000 руб.,Екатеринбург,1–3 года
Менеджер- дизайнер," Мебельная фабрика ""Мария"" Производство",от 40 000 руб.,Екатеринбург,1–3 года
Менеджер-дизайнер," Мебельная фабрика ""Мария"" Производство",от 40 000 руб.,Екатеринбург,не требуется
Инженер по развитию, MC-Bauchemie, з/п не указана,Екатеринбург,1–3 года
Менеджер по продажам добавок в бетон, MC-Bauchemie, з/п не указана,Екатеринбург,1–3 года
Инженер по монтажу металлоконструкций (ЯНАО),ЗАО Ренейссанс Констракшн, з/п не указана,Екатеринбург,3–6 лет
Инженер по монтажу промышленного оборудования (ЯНАО),ЗАО Ренейссанс Констракшн, з/п не указана,Екатеринбург,3–6 лет
Автор научных работ (Теплоэнергетика и теплотехника),ИП AUTHOR24.RU,от 40 000 руб.,Екатеринбург,не требуется
Технический директор (эксплуатация недвижимости), Деловые Линии, з/п не указана,Екатеринбург,3–6 лет
Инженер проектов,ООО 100тонн-сервис,от 60 000 до 80 000 руб.,"Екатеринбург, ",3–6 лет
"Инженер-проектировщик слаботочных систем (ОПС, СОТ, СКУД)", Уральский центр систем безопасности, з/п не указана,Екатеринбург,не требуется
Прораб,ЗАО АльянсСетьСтрой,от 70 000 до 70 000 руб.,Екатеринбург,3–6 лет
Руководитель проекта,ООО СК ЮСП, з/п не указана,Екатеринбург,более 6 лет
Региональный менеджер по продажам,ООО Первая Торговая Компания,от 30 000 до 30 000 руб.,Екатеринбург,1–3 года
"Менеджер-технолог, продажа добавок в бетон", Рус Конкрит,от 20 000 руб.,Екатеринбург,1–3 года
Руководитель салона креативной мебели и аксессуаров для дома, DNK Group, з/п не указана,Екатеринбург,1–3 года
Специалист по работе с клиентами, Kelly Services, з/п не указана,Екатеринбург,1–3 года
Главный инженер проекта," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Руководитель группы строительства," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Инженер-энергетик," Форум-групп, Холдинг", з/п не указана,Екатеринбург,3–6 лет
Ведущий специалист по объектам улично-дорожной сети," Форум-групп, Холдинг",от 50 000 руб.,Екатеринбург,3–6 лет
Главный инженер,ЗАО Мегамарт, з/п не указана,Екатеринбург,3–6 лет
Прораб на сантехнические системы, Высотка,от 45 000 руб.,Екатеринбург,3–6 лет
Инженер по проектно-сметной работе в службу Заказчика / Сметчик, Малышева 73,от 45 000 до 50 000 руб.,Екатеринбург,3–6 лет
Специалист по охране труда,ООО Велесстрой, з/п не указана,Екатеринбург,3–6 лет
Инженер АСУТП,ТОО Зейнет-Восток,от 55 000 руб.,Екатеринбург,1–3 года
Менеджер-дизайнер," Мебельная фабрика ""Мария""  Кухонные студии",от 40 000 руб.,Екатеринбург,не требуется
Главный инженер проекта (ЯНАО),ЗАО Ренейссанс Констракшн, з/п не указана,Екатеринбург,более 6 лет
Construction Supervisor, Antal Russia, з/п не указана,Екатеринбург,более 6 лет
Заместитель Главного Инженера Производства по проекту производства работ (ЯНАО),ЗАО Ренейссанс Констракшн, з/п не указана,Екатеринбург,3–6 лет
Руководитель строительства, Kelly Services, з/п не указана,Екатеринбург,3–6 лет
Руководитель отдела комплектации (продажи на строительные объекты),ООО Л-ГЕНДА.АРДИЭС, з/п не указана,Екатеринбург,3–6 лет
Инженер-теплотехник, Кит,от 35 000 до 50 000 руб.,Екатеринбург,3–6 лет
Руководитель проекта в девелоперскую компанию, Кит,от 200 000 руб.,Екатеринбург,более 6 лет
Главный энергетик, Кит,от 40 000 до 50 000 руб.,Екатеринбург,3–6 лет
Монтажник инженерных систем, Кит,от 20 000 до 60 000 руб.,Екатеринбург,1–3 года
Инженер-аналитик, Уральский центр систем безопасности, з/п не указана,"Екатеринбург, ",1–3 года
Менеджер по продажам вентиляционного оборудования, Кадровик,от 40 000 руб.,Екатеринбург,1–3 года
Инженер-конструктор КМД, Кадровик,от 35 000 руб.,Екатеринбург,1–3 года
Инженер-конструктор, Кадровик,от 35 000 руб.,Екатеринбург,1–3 года
Инженер ПТО, Кадровик,от 50 000 руб.,Екатеринбург,1–3 года
Инженер по подготовке производства, Кадровик,от 50 000 руб.,Екатеринбург,1–3 года
Руководитель проектов, Кадровик,от 50 000 руб.,Екатеринбург,1–3 года
Инженер-сметчик, Кадровик,от 40 000 руб.,Екатеринбург,1–3 года
